修炼场（周三）,狂上级,30,447,13.9,,,17.9,,,,,,,13.9,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,15,,,,,,,134,,,,,,,14.1,,,,,,,103.1,,,,,,,40.7,,,,,,,,415,5690,4400
修炼场（周三）,狂中级,20,549,6.4,,,18.6,,,,,,,12.8,,,,,,,,,,3.5,,,,,,,,,,,,,,,,,,123.7,,,,,,,63.8,,,,,,,,,,,,,,73.8,,,,,,,7.7,,,,,,,,265,1385,2900
修炼场（周三）,狂初级,10,817,11.9,,,3.9,,,,,,,5.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.6,,,,,,,,,,,,,,,,,,,,,18.8,,,,,,,1.6,,,,,,,,115,275,1400
修炼场（周四）,骑超级,40,2548,,,46.7,16.8,,,,,,,,,,,,,20.7,,,,,,7.5,,,,,,,,,,,,,23.1,,,,,,,93.6,,,,,,,40.9,,,,,,,77.8,,,,,,,58.7,,,,,,,,,,,615,15690,6400
修炼场（周四）,骑上级,30,718,,,44.2,12.5,,,,,,,,,,,,,15.1,,,,,,3.4,,,,,,,,,,,,,24,,,,,,,119.1,,,,,,,25.8,,,,,,,103.1,,,,,,,40.7,,,,,,,,,,,415,5690,4400
修炼场（周四）,骑中级,20,578,,,25.4,14.8,,,,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,94.6,,,,,,,92.4,,,,,,,,,,,,,,68.5,,,,,,,6.3,,,,,,,,,,,265,1385,2900
修炼场（周四）,骑初级,10,714,,,17,3.1,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,,117.9,,,,,,,,,,,,,,,,,,,,,22.4,,,,,,,1.9,,,,,,,,,,,115,275,1400
修炼场（周五）,术超级,40,9048,,,,24.6,,,,,,,,24.9,,,20.7,,,,,,,6.3,,,,,,,,,,,,,,,10.9,,,,,,,90.2,,,,,,,77.4,,,,,,,80.5,,,,,,,56.7,,,,,,,,,,615,15690,6400
修炼场（周五）,术上级,30,1192,,,,22.2,,,,,,,,22.1,,,15.5,,,,,,,3.8,,,,,,,,,,,,,,,4.6,,,,,,,172.5,,,,,,,22.8,,,,,,,96.6,,,,,,,31.9,,,,,,,,,,415,5690,4400
修炼场（周五）,术中级,20,818,,,,21.8,,,,,,,,14.7,,,9.1,,,,,,,,,,,,,,,,,,,,,,97.6,,,,,,,78,,,,,,,,,,,,,,83.6,,,,,,,7.4,,,,,,,,,,265,1385,2900
修炼场（周五）,术初级,10,2004,,,,14.8,,,,,,,,8,,,4.7,,,,,,,,,,,,,,,,,,,,,,125,,,,,,,11.8,,,,,,,,,,,,,,32.2,,,,,,,2,,,,,,,,,,115,275,1400
修炼场（周六）,杀超级,40,5293,,,14.6,19.3,,,,,30.7,19,,,,0.7,,,,,,,,,,,,,12,,,,,,,,,,,16,,,,,,,118.8,,,,,,,25.9,,,,,,,80.8,,,,,,,58,,,,,,,,,615,15690,6400
修炼场（周六）,杀上级,30,687,,,8.9,13.8,,,,,19.2,16,,,,17.8,,,,,,,,,,,,,5.8,,,,,,,,,,,15.7,,,,,,,148.3,,,,,,,14.7,,,,,,,101.7,,,,,,,37.8,,,,,,,,,415,5690,4400
修炼场（周六）,杀中级,20,375,,,18.9,18.4,,,,,8.2,2.1,,,,9.6,,,,,,,,,,,,,,,,,,,,,,,,83.7,,,,,,,109.9,,,,,,,,,,,,,,69.9,,,,,,,8.7,,,,,,,,,265,1385,2900
修炼场（周六）,杀初级,10,895,,,11.5,11.1,,,,,,2.9,,,,9.3,,,,,,,,,,,,,,,,,,,,,,,,131.4,,,,,,,,,,,,,,,,,,,,,28,,,,,,,2.3,,,,,,,,,115,275,1400
修炼场（周日）,剑超级,40,3998,19.6,,,23,,,,,26,,,,10.4,21.2,,,,,20.9,,,,,8,,,,,,,,,23.9,,,,,,,118.8,,,,,,,28.7,,,,,,,72.4,,,,,,,52.3,,,,,,,,,,,,,,615,15690,6400
修炼场（周日）,剑上级,30,3371,14.1,,,19.7,,,,,24,,,,17.1,14.3,,,,,15.4,,,,,3.6,,,,,,,,,25.7,,,,,,,134.5,,,,,,,5.2,,,,,,,99.5,,,,,,,34.6,,,,,,,,,,,,,,415,5690,4400
修炼场（周日）,剑中级,20,345,10.6,,,15.4,,,,,11.3,,,,,10.1,,,,,11,,,,,,,,,,,,,,105.5,,,,,,,82.6,,,,,,,,,,,,,,67.8,,,,,,,8.4,,,,,,,,,,,,,,265,1385,2900
修炼场（周日）,剑初级,10,816,11.1,24,3.6,4.3,,,,,,,,,,4.8,,,,,4.8,,,,,,,,,,,,,,124.8,,,,,,,,,,,,,,,,,,,,,21.9,,,,,,,2.2,,,,,,,,,,,,,,115,275,1400
冬木,X-A（宅邸残迹）,3,1743,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,4,650
冬木,X-B（爆炸中心地）,4,109,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,15.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,14,780
冬木,X-C（大桥）,4,5335,,18.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.6,,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,14,780
冬木,X-D（鲜红港口）,5,1994,,20.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.3,20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,24,1040
冬木,X-E（骸骨彷徨的教会）,5,670,,17.8,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.6,9.9,,,,,,,,,,,,,,,,,,,,,,,5.2,,,,,,,,,,,,,,,,,,75,64,1300
冬木,X-F（烧尽崩塌的校舍）,6,259,,18.9,,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.6,17,,,,,,,,,,,,,,,,,,,,,,2.7,,,5.4,,,,,,,,,,,,,,,,95,124,1560
冬木,X-G（熊熊燃烧的森林）,15,10512,,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.6,5.1,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,4552,5720
冬木,变动坐标点0号（大空洞）,7,134,,,11.2,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.2,6,,,,18.7,,,,,,,,,,,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,115,220,1820
奥尔良,栋雷米,7,45,17.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,220,1820
奥尔良,沃库勒尔,7,76,,3.9,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.9,,,17.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,220,1820
奥尔良,拉沙里泰,7,130,5.4,,12.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.6,36.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,220,1820
奥尔良,汝拉,7,132,,,7.6,9.8,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,14.4,,18.2,20.5,,8.3,,,,,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,,135,300,2080
奥尔良,里昂,7,284,20.8,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.5,,12,,,,,,,,,,,,,,,,,,,,,,,,14.8,,,,,,,,,,,,,,,,135,300,2080
奥尔良,马赛,7,1372,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,300,2080
奥尔良,蒂耶尔,7,167,,,17.4,6.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,4.2,,,,,,,,,,,,,,,135,300,2080
奥尔良,波尔多,7,245,,,,,,,,,10.2,,,,,,,,,,,,,,,,,,,,,,,,6.9,,29,,,24.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,300,2080
奥尔良,奥尔良,8,246,,15.9,10.2,9.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.3,13.4,,,,,,,7.3,,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,155,392,2340
奥尔良,巴黎,13,152,,16.4,14.5,11.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.8,,5.9,,,,,,,6.6,,,,,,,,,,,2,2.6,1.3,,,,,,,,,,,,,,,,,,,315,1752,4420
七丘之城,亚壁街道,9,96,30.2,,,5.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.7,12.5,7.3,,,,,,,,,,,,,,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,175,504,2600
七丘之城,罗马,9,61,19.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,14.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,504,2600
七丘之城,埃特纳火山,9,291,,,,,,,,,,10.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,504,2600
七丘之城,佛罗伦萨,9,223,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,21.1,6.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,504,2600
七丘之城,梅迪奥兰,9,186,29.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.6,,23.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,504,2600
七丘之城,日耳曼尼亚,15,652,,53.7,,,,,,,,,,,,,,,,,,,2.6,,,,,,,,,,,,13.5,5.1,10.3,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,4552,5720
七丘之城,玛西格利亚,9,149,14.1,,,18.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.7,,10.1,,,,,,,,,,,,,,,,,,,,,,8.7,,,10.7,,,,,,,,,,,,,,,175,504,2600
七丘之城,高卢,9,624,15.7,,,8.2,,,,,,,6.9,,,,,,,,,,,,,,,,,,,,,,,9.1,13.9,,,,15.2,,,,,,,,,,,,,,,9.3,,,,,,,,,,,,,,,,,,,,,195,632,2860
七丘之城,不列颠尼亚,10,62,,,,,,,,,9.7,,,,,,,,,,,,,,,,,,,,,,,,25.8,,30.6,,,19.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,215,764,3120
七丘之城,有形之岛,9,33,,18.2,,6.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.1,3,,,,,,,,,,,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,195,632,2860
七丘之城,联军首都,10,66,13.6,,,9.1,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,3,16.7,,,,,9.1,,,,,,,,,,,,,,,,,,,,,15.2,,,,,,,,,,,,,,,215,764,3120
俄刻阿诺斯,海盗船,12,3434,59.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.2,25.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,1288,4160
俄刻阿诺斯,海盗岛,13,228,52.2,,,11.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.6,,,,,14.9,,,,,,,,,,,,,,,,,,9.6,,,,,,,0.4,,,,,,,,,,,315,1752,4420
俄刻阿诺斯,王者的居岛,13,55,34.5,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.9,,,,,12.7,,,,,,,,,,,,,,,,,,,,,14.3,,,,,,,0,,,,,,,,335,2248,4680
俄刻阿诺斯,地图上标记的岛,13,281,,,37.7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.3,18.5,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,2.2,,,,,,,,335,2248,4680
俄刻阿诺斯,暗礁海域,17,1076,,36.2,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,26.4,,,16.5,,,,,,,22.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,515,8152,7020
俄刻阿诺斯,潮眼之海,14,924,25,,,,,,,,,,11.1,,,,,,,,,,,,,,,,,,,,,,,18.9,,,,,18,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,375,3336,5200
俄刻阿诺斯,翼龙之岛,14,836,,,50.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6,,,,,,,5.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,395,3928,5460
俄刻阿诺斯,火山臼之岛,17,1475,,,,,,,,,16.3,,,,,,,,12.6,,,,,,,,,,,,,,,,38.4,,,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,9816,7540
俄刻阿诺斯,暴风雨海域,15,1540,,,,,,,,,,22.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415,4552,5720
俄刻阿诺斯,群岛（寂静的入海口）,15,79,19,,12.7,21.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.6,,,,,,,,,,,,,,,,,,,,,,,,,12.7,,13.9,,,,,2.5,,3.8,,,,,,,,435,5208,5980
俄刻阿诺斯,群岛（隐秘之岛）,16,418,,,,,,,,,,,,,,,,,,,28,,,,,,,,,,,,,,49.3,,,,,,,3.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.3,,,,,,,475,6616,6500
俄刻阿诺斯,丰硕之海,18,3202,,,,,,,,,30.8,,,,9.3,,,,,,,,,,,,,,,,,,,,16.4,0.8,22.7,,,,,,9.7,5.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,12552,8320
伦敦,旧街,15,140,,,,,,,,,,,,,,11.4,,,,,,,,,,,,,,,,,,,,,,,,59.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,5208,5980
伦敦,白色教堂,15,280,,,,7.1,,,,,,,,,,13.2,,,,,,,,,,,,,,,,,,,,,,,,43.2,,,,,,,4.1,,,,,,,,,,,,,,8.2,,,,,,,2.5,,,,,,,,,435,5208,5980
伦敦,伦敦城,15,141,,,,,,,,,,,,,,,,12.1,,,,,,,,,,,,,,,,,,,60.3,,,,,,,1.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,435,5208,5980
伦敦,苏活区,16,97,,,,12.4,,,,,,,,,,7.2,,11.3,,,,,,,,,,,,,,,,,,,7.2,,,7.2,,,,2.1,,,3.1,,,,,,,,,,,,,10.3,,,,,,,1,,,,,,,,,,455,5896,6240
伦敦,威斯敏斯特,16,100,,,,16,,,,,,,,,,,,13,,,,,,,,,,,,,,,,,,,29,,,,,,,6,,,,,,,,,,,,,,,,15,,,,,,,5,,,,,,,,,,455,5896,6240
伦敦,摄政公园,16,141,,,,,,,,,,,,,,9.2,3.5,,,,,,,,,,,,,,,,,,22.7,,,,11.3,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,455,5896,6240
伦敦,克勒肯维尔,18,1186,,38.4,,,,,,,,,,,,27.5,,,,,,,,,,,,,,,,,,,21.1,,,,,7.5,,,,,,,14.7,,,,,,,3.7,,,,,,,,,,,,,,,,,,,,,,,615,12552,8320
伦敦,萨瑟克,19,3388,,27.7,,,,,,,,,,,,,,31,,,,,,,,,,,,,,,,,,15.1,31.6,,,,,,,10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,14536,8840
伦敦,海德公园,20,4460,,35.6,,,,,,,,,,,,,27.6,,,,,,,,,,,,,,,,,,,,18,,8.8,,,,,,,15.2,,,,,,,3.2,,,,,,,,,,,,,,,,,,,,,,,,695,16648,9360
合众为一,布拉克山,17,87,,,,,,,,,,,,,,16.1,,,,,,,,,,,,,,,,,,,,42.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,535,8968,7280
合众为一,里弗顿,17,244,38.5,,,32.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.4,4.1,6.1,,,,,,,,,,,,,,,,,,,,,20.9,,,,,,,7.8,,,,,,,,,,,,535,8968,7280
合众为一,丹佛,17,119,,,,14.3,,,,,,,,,,12.6,,,,,,,,,,,,,,,,,,,,26.9,,,,,,,7.6,,,,,,,,,,,,,,,13.4,,,,,,,10.5,,,,,,,,,,,,535,8968,7280
合众为一,德明,17,3275,,,62.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.7,,,,,,,6.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,9816,7540
合众为一,达拉斯,17,3103,68.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.2,25.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555,9816,7540
合众为一,阿尔卡特拉斯岛,18,167,47.9,,,13.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.6,,25.7,,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,1.8,,,,,,,,575,10696,7800
合众为一,得梅因,18,1512,,,,14,,,,,8.6,,,,,,,,,,,,20.2,,,,,,,,,,,,,,,,,,,,,,,,9.6,8.2,,,,,,,,,,10.4,,,,,,,4,,,,,,,,,,,,575,10696,7800
合众为一,蒙哥马利,18,1034,62.2,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.5,,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,5,,,,,,,,,,,,,595,11608,8060
合众为一,拉伯克,18,163,60.7,,,,,,,,,,,,,,,,,,,,,,,,,,12.3,,,,,,21.5,9.2,,,,,,,,,,,9.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,12552,8320
合众为一,亚历山德里亚,18,530,44.4,,,,,,,,,,,,,,,,,,,,,,,,,10.4,,,,,,,9.6,4,8.7,,,,,,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,12552,8320
合众为一,卡尼,18,276,50.7,,,,,,,,,,,,,,,,,,,,,,,,12.7,,,,,,,,13.6,,13.1,,,,,,,7.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,615,12552,8320
合众为一,夏洛特,20,6890,48.3,,,64.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.6,9.6,,4.7,,,,,,,,,,,,,,,,,,,9.8,,,,28.3,,,4.2,,,,11.4,,,,,,,,715,17752,9620
合众为一,华盛顿,20,321,43.4,,,,,,,,,,,,,,,,,,,,,,,6.9,,,,,,,,,12.9,5.9,4.5,,7.7,,,,,,,,,,3.1,,,,,,,,,,,,,,,,,,,,,89.8,,,,,,,745,19468,10010
合众为一,芝加哥,21,2851,,,,,,,,,,,,,,41.2,,,,,,,,,,,,,,,,,,,,22.7,,,,,,,16.2,,,,,,,4.1,,,,,,,,,,,,,,,,,,,,,,,,,,,775,21256,10400
卡美洛,沙尘暴的沙漠,19,3025,,61.9,,,,,,,,,,,,,,,,,,,,,,,,,,,7.7,,,,10.4,10,10.7,,,,,,,,,,,,,,,,3.6,,,,,,,,,,,,,,,,,,,,,89.5,,,635,13528,8580
卡美洛,黎明的沙丘,19,241,,,,,,,,,,,,11.6,,,,,,,,,,,,,,,,12,,,,,,,,,16.2,,,,,,,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,76.5,,,635,13528,8580
卡美洛,死之荒野,19,3497,,,,,63.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.6,15.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,14536,8840
卡美洛,东之村,19,492,,,44.3,,,,,,,,,,,,,,,,,,,,,,17.3,,,,,,,,,,,39.7,,,,,,10.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655,14536,8840
卡美洛,圆桌要塞,19,401,37.9,,,,,,,,,,,,,,,,,19,,,,,,,,,,,,,,,10.5,,20.4,,,,,13.4,,8.5,,,,,,,,,,,,,,,,,,,,,,,,,,5.9,,11.4,,,,,675,15576,9100
卡美洛,晚钟庙,19,970,,,,,,,,,,33.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.7,,,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,675,15576,9100
卡美洛,西之村遗迹,20,359,,,,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.8,,,,,,,,,,,,,,,,,,,,,8.7,,,,,,,2.9,,,,,,,,,675,15576,9100
卡美洛,阿特拉斯院,20,363,,,,,,,,,,,,,,21.8,7.2,,,,,,,,,,,,,,,,,,,15.5,,,,,,,21.1,,,16.9,,,,,,,,,,,,,,,,,,,,,,,,,16.7,,,,,,695,16648,9360
卡美洛,圣都正门,20,1734,,,,,,,,,,,,,,,,,,32.1,,,,,,,,,,,,,,,,,,,,,,8.2,4.6,9.9,,,,,,,,,,,,,,,,,,,,,,,,,,18.2,7.9,8.9,,,,,715,17752,9620
卡美洛,圣都市街,20,6258,34.2,,,,,,,,,,26.9,,,,,,,,,,,,,12.3,,,,,,,,,5.1,,9.7,,,,,,,,,,,,3.1,,,,,,8.3,,,,,,,,,,,,,,,84,,,,,,,715,17752,9620
卡美洛,隐秘之村,21,875,,,,,30.1,,,,,,,,,,,,,,,,,,,,,,,17.3,,,,,,,,,,10.7,4.8,,,,,6.3,,,,,,,0.8,,,,,,,,,,,,,,,,,,,,,75.1,,,795,22488,10660
卡美洛,王城,21,4207,,,,16.4,,,,,,,,,,,,,,36.8,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,9.9,,,,,,,5.1,,,,,,,24.9,,,,,,,815,23752,10920
卡美洛,无之大地,22,1589,,,,,,,,,,,,,,,,,43.9,,,,,,,,,,,,,,,,,9,,14.9,,,,,,,5.1,,4.8,,,3.5,,7.5,,,,,,,,,,,,,,,,,,,,,,,,,835,25048,11180
卡美洛,大神殿,22,889,,,,,42.1,,,,,,,,,,,,,,,,,,,,,,,,10.8,,,,,,,,,3.1,13,,,,,,,,,,,,8.3,,,,,,,,,,,,,,,,,,,,,116.6,,,855,26376,11440
巴比伦尼亚,廃都バビロン,20,1371,,,,,,,,,50.9,,,,,,,,,,,,,,,,,,,,,,,,,,,45.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,18888,9880
巴比伦尼亚,北の高台,20,216,,,,,,,,,23.3,,,,,,,,,,,,,,,,,,19.4,,,,,,,,,24.8,,,,,,,,,4.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.7,,735,18888,9880
巴比伦尼亚,黒い杉の森,20,98,,,,,,,,,34.7,,,,,,,,,,,,,,,,,,,,,8.2,,,,,,32.7,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,18888,9880
巴比伦尼亚,高原,20,488,,,,,,53.5,,,26.6,,,,,,,,,,,,,,,,,,,,,,,,,,18,26.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,735,18888,9880
巴比伦尼亚,湿原,21,1111,,,,,,39.6,,,,,,26.6,,,,,,,,,,,,,,,,,,,,,,,26.7,,,,,,15.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,20056,10140
巴比伦尼亚,ウル,21,1200,,,,,,,,,29.2,,,,,,,,,,,,19.2,,,,,,,,,,,,,,,,,,,8.9,,,,,9.1,25.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,20056,10140
巴比伦尼亚,エリドゥ,21,3421,,,64.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.1,,,,,,,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,755,20056,10140
巴比伦尼亚,観測所,21,1763,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,37.3,,,,,,,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.1,,,,,,,775,21256,10400
巴比伦尼亚,葦の原,21,3147,,,,,,62.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,775,21256,10400
巴比伦尼亚,クタ,21,1707,,,,,,,,,,39.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.8,,,,,,,12.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.2,,795,22488,10660
巴比伦尼亚,北壁,21,420,,,,,,43.1,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,27.2,,,,,,,,7.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.6,,,,795,22488,10660
